Date,Open,High,Low,Close
2015-01-01T00:00:00.000Z,101.3595256,102.1531974,98.81872318,100.00
2015-01-02T00:00:00.000Z,99.91372688,101.8685554,98.79383536,100.2177971
2015-01-03T00:00:00.000Z,100.2527517,101.540197,88.74424969,89.37693382
2015-01-04T00:00:00.000Z,89.24794591,91.16557626,79.87096308,82.2132309
2015-01-05T00:00:00.000Z,82.34837665,88.31895199,81.57868763,86.22890778
2015-01-06T00:00:00.000Z,86.25636078,90.94569536,84.74044273,89.64254896
2015-01-07T00:00:00.000Z,89.69671002,95.24831713,87.82715118,93.64201808
2015-01-08T00:00:00.000Z,92.51353925,93.69412214,87.39545539,88.77823179
2015-01-09T00:00:00.000Z,88.57877706,93.36214323,86.69086919,92.31179323
2015-01-10T00:00:00.000Z,91.94917796,92.65499009,82.62621807,83.90103175
2015-01-11T00:00:00.000Z,83.87512287,86.26780643,80.53069158,81.54887284
2015-01-12T00:00:00.000Z,81.58868128,83.96348416,79.85569333,81.62903848
2015-01-13T00:00:00.000Z,81.52259252,86.54684028,66.92909531,70.03900384
2015-01-14T00:00:00.000Z,69.12693284,75.88120166,54.70837183,57.72048299
2015-01-15T00:00:00.000Z,57.45795513,72.67148844,56.49892472,67.43440356
2015-01-16T00:00:00.000Z,67.25126087,71.51775174,63.82779859,66.70107225
2015-01-17T00:00:00.000Z,66.60514721,67.90774028,61.47644637,63.12334315
2015-01-18T00:00:00.000Z,63.34284064,69.04496958,61.47436669,66.18337983
2015-01-19T00:00:00.000Z,66.45385167,68.99768947,64.5486214,67.13265663
2015-01-20T00:00:00.000Z,66.63818805,68.18249982,64.27570865,66.61927116
2015-01-21T00:00:00.000Z,66.63788447,71.95750561,65.820596,71.07137063
2015-01-22T00:00:00.000Z,71.06102782,74.5613488,69.7984192,72.62614341
2015-01-23T00:00:00.000Z,72.62061288,73.70714927,69.58710749,72.29050731
2015-01-24T00:00:00.000Z,72.22664748,78.15827786,71.03625143,77.36035477
2015-01-25T00:00:00.000Z,77.2043313,81.79344196,74.90734496,79.60995927
2015-01-26T00:00:00.000Z,79.69329069,92.71097042,77.24810146,81.39472595
2015-01-27T00:00:00.000Z,81.2922381,83.21163974,74.48236363,79.30703745
2015-01-28T00:00:00.000Z,79.24960587,81.25076847,69.4369762,71.63920355
2015-01-29T00:00:00.000Z,71.58114611,74.2232418,67.59946838,71.15973125
2015-01-30T00:00:00.000Z,70.97081983,74.10001961,68.66580167,69.1876419
2015-01-31T00:00:00.000Z,69.20355594,72.41303335,66.57240686,67.30848974
2015-02-01T00:00:00.000Z,67.37429008,70.89733662,64.79238039,69.13351607
2015-02-02T00:00:00.000Z,69.03607649,72.77334577,66.85888945,71.07732372
2015-02-03T00:00:00.000Z,70.95405414,73.29449097,66.71229507,67.6654091
2015-02-04T00:00:00.000Z,67.7099209,69.5084513,65.65539977,68.20529779
2015-02-05T00:00:00.000Z,68.31591208,71.53957215,64.67609391,66.48915356
2015-02-06T00:00:00.000Z,66.53694304,70.63134939,65.79063982,68.03359387
2015-02-07T00:00:00.000Z,68.10180426,70.45558899,67.01724729,68.73198539
2015-02-08T00:00:00.000Z,68.78246718,69.61593821,66.55898554,67.55292713
2015-02-09T00:00:00.000Z,67.56428335,70.65129155,65.3607033,66.8299926
2015-02-10T00:00:00.000Z,66.88976722,68.41696072,64.75068224,66.6280086
2015-02-11T00:00:00.000Z,66.58516465,68.73464679,65.37720794,66.99604727
2015-02-12T00:00:00.000Z,67.01318848,68.64808107,65.62344613,67.48521205
2015-02-13T00:00:00.000Z,67.52450809,72.93571199,66.8269729,70.9434113
2015-02-14T00:00:00.000Z,70.92223122,76.87203036,70.43213124,75.61586621
2015-02-15T00:00:00.000Z,75.5984354,79.91107699,67.01145801,68.97145159
2015-02-16T00:00:00.000Z,69.03067135,70.77624607,67.23595247,68.94711038
2015-02-17T00:00:00.000Z,68.8725579,72.25585955,67.92578615,70.90760288
2015-02-18T00:00:00.000Z,70.97437392,71.78296454,67.78557187,69.13569137
2015-02-19T00:00:00.000Z,69.15684018,71.14624844,68.53377824,70.11190703
2015-02-20T00:00:00.000Z,70.04696519,72.07459547,69.20215748,70.61274189
2015-02-21T00:00:00.000Z,70.54320066,73.03777695,69.56248004,70.30998563
2015-02-22T00:00:00.000Z,70.34303016,71.4202248,66.56857002,67.74354421
2015-02-23T00:00:00.000Z,67.78014811,70.96300954,66.60437328,69.56989186
2015-02-24T00:00:00.000Z,69.75803266,71.49003637,68.46029817,69.91582575
2015-02-25T00:00:00.000Z,69.96381763,71.30462378,68.38601827,69.78062209
2015-02-26T00:00:00.000Z,69.7965973,70.91674628,68.4644028,69.61446625
2015-02-27T00:00:00.000Z,69.58558125,74.85938023,69.20679927,73.37588043
2015-02-28T00:00:00.000Z,73.23357245,74.24141213,70.92205055,72.96422948
2015-03-01T00:00:00.000Z,73.30162474,75.48722866,69.80016329,73.68398411
2015-03-02T00:00:00.000Z,73.66964595,77.02508907,71.89970441,76.1485574
2015-03-03T00:00:00.000Z,76.05603655,78.79107892,72.10742384,75.3576103
2015-03-04T00:00:00.000Z,74.88523388,76.4752453,71.21654733,73.13286062
2015-03-05T00:00:00.000Z,73.0869956,77.16602443,70.53527493,75.44494627
